603.7312702858922, -165.49019607843138
607.5283446712018, -160
611.3254190565115, -154.50980392156862
615.6649326397226, -148.23529411764707
620.5486639100085, -141.9607843137255
626.5172735760971, -134.11764705882354
632.4823262638389, -124.70588235294119
638.9951536170024, -116.86274509803923
644.4195455960162, -109.01960784313728
651.4730336579076, -99.60784313725493
657.985861011071, -91.76470588235297
663.4138099684318, -85.49019607843138
668.8417589257925, -79.2156862745098
676.4430216531057, -71.37254901960786
682.9540705170957, -62.745098039215705
690.5553332444089, -54.901960784313744
698.156595971722, -47.0588235294118
704.671201814059, -40
713.3608999155218, -32.15686274509804
720.965719621182, -25.88235294117652
731.2827353163487, -15.686274509803923
739.9759903961585, -9.411764705882348
748.6692454759682, -3.137254901960773
759.5340358365569, 5.490196078431353
769.8599439775911, 11.764705882352985
781.814948201503, 19.60784313725489
791.0559779467344, 24.313725490196106
799.7527900048909, 29.019607843137237
808.9955982392958, 32.941176470588175
818.2384064737007, 36.86274509803923
828.5660931039083, 42.35294117647058
837.2682406295853, 44.70588235294122
845.9668311769153, 48.627450980392126
855.213196389667, 50.980392156862735
866.6346538615446, 54.117647058823565
877.510115157174, 58.0392156862745
889.4757903161266, 61.17647058823539
902.5316793384021, 63.529411764705856
912.3240407274022, 65.09803921568624
923.2048374905519, 66.66666666666669
935.1722911386778, 69.01960784313727
947.1433017651507, 69.80392156862746
956.9356631541507, 71.37254901960782
966.7315815214974, 71.37254901960787
976.525721399671, 72.15686274509798
985.7756435907697, 72.94117647058832
991.7620381485929, 72.94117647058818
997.7484327064159, 72.94117647058829
